а - абсолютная частота(встречается в тексте раз): 19, относительная частота: 0.007658202
вынь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
сударь - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
государь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
фонарь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
теперь - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
вихорь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
показывалась - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
подвигалась - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
показалась - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
сделалась - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
подымалась - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
наполнилась - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
здесь - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
сердись - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
простирались - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
отправились - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
изгладились - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
находились - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
наткнулись - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
поравнялись - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
проснувшись - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
бойсь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
небось - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
авось - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
казалось - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
смешалось - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
садилось - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обратилось - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
покажусь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обещаюсь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
надеюсь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
переваливаясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
толкаясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обрушаясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обращаясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
садясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
надеясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
отворотясь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
давать - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
ночевать - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
примеривать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
посматривать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
располагать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
дать - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
отобедать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
переждать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
голодать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
бежать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
держать - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
делать - абсолютная частота(встречается в тексте раз): 5, относительная частота: 0.0020153164
подумать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
знать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обобрать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
отписать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
читать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
хлопотать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
махать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
ехать - абсолютная частота(встречается в тексте раз): 5, относительная частота: 0.0020153164
начать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
умничать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
дершать - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
видеть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
увидеть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
таить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
готовить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
бранить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
звонить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
отблагодарить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
спорить - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
просить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
различить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
утешить - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
хоть - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
невесть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
сметливость - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
тонкость - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
милость - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
наружность - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
существенность - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
крепость - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
бодрость - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
прытость - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
пусть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
прозябнуть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
чуть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
быть - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
позабыть - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
оставлять - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обнять - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
понять - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
опять - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
терять - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
печь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
помочь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
думаешь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
знаешь - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
едешь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
будешь - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
прикажешь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
хочешь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
вишь - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
видишь - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
позволишь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
напялишь - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
соображаю - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
понимаю - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
думаю - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
краю - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
чаю - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
нею - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
своею - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
моею - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
меньшею - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
мыслию - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обещанию - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обыкновению - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
суеверию - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
выразительностию - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
старостию - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
кровлю - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
спальню - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
тобою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
головою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
первою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
свою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
бородою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
трапезою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
копейкою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
поговоркою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
качкою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
силою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
полою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
кумою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
одною - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
пеленою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
причиною - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
мною - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
стою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
холостою - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
морю - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
другую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
такую - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
разбойническую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
белогорскую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
родительскую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
белую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
оказанную - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
умеренную - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
черную - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
тесную - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
чистую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
глухую - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
пропью - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
я - абсолютная частота(встречается в тексте раз): 68, относительная частота: 0.027408304
вздрагивая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
улаживая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
покрякивая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
поглядывая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
строгая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
въезжая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
продолжая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
слезая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
какая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
высокая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
барская - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
кабацкая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
казацкая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
молодецкая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
немецкая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
делая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
знакомая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
незнакомая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
старинная - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
уступая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
протирая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
которая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
качая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
прочая - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
обращая - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
себя - абсолютная частота(встречается в тексте раз): 7, относительная частота: 0.002821443
тебя - абсолютная частота(встречается в тексте раз): 5, относительная частота: 0.0020153164
дядя - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
андрея - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
нельзя - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
неудовольствия - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
экономия - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
внимания - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
замечания - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
благословения - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
положения - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
кружения - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
удаления - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
селения - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
размышления - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
подозрения - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
назначения - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
огорчения - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
первосония - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
согласия - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
для - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
воля - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
время - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
фремя - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
деревня - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
огня - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
сегодня - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
меня - абсолютная частота(встречается в тексте раз): 22, относительная частота: 0.008867392
песня - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
твоя - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
моя - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
говоря - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
несмотря - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
буря - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
понуря - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
вся - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обогрейся - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
прогневался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
отзывался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
догадался - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
приближался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
продолжался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
казался - абсолютная частота(встречается в тексте раз): 4, относительная частота: 0.0016122531
показался - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
спотыкался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
подымался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
закутался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
соглашался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
накушался - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
отправился - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
становился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
явился - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
находился - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
расположился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
поклонился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
приснился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
успокоился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
заступился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
умудрился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
нахмурился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
расплатился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
оборотился - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
воротился - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
перекрестился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
простился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
решился - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
поморщился - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
проснулся - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
понадеялся - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
помиримся - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
сливается - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
подымается - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
придется - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
чернеется - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
кажется - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
шевелится - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
прояснится - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
предаваться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
всматриваться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
торговаться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
подвигаться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
повидаться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
признаться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
добраться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
убраться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
слушаться - абсолютная частота(встречается в тексте раз): 3, относительная частота: 0.0012091899
остановиться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
обходиться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
помириться - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
воротиться - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
проститься - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
возьмешься - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
собьешься - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
боишься - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
научишься - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
дитя - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
хотя - абсолютная частота(встречается в тексте раз): 2, относительная частота: 8.0612657E-4
гостя - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
попадья - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
платья - абсолютная частота(встречается в тексте раз): 1, относительная частота: 4.0306328E-4
